anysecrecytreatment,v_cong_general_10,v_pres_primary_12,v_cong_primary_12,v_pres_general_12,turnoutindex_12,badaddress,town1_block,town2_block,town3_block,town4_block,town5_block,town6_block,i_grp_addr_1,i_grp_addr_2,i_grp_addr_3,i_grp_addr_4,dem,rep,female,male,age_md,age_sq_md,sosplacebotreatments
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,7.7080665,3.5108519,0
0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,-1.2919338,-3.9591484,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-1.2919338,-3.9591484,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,4.7080665,.84085178,1
1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,9.708066,5.3908529,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,34.708065,35.640854,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,40.708065,44.760853,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,-2.2919338,-4.6891479,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2.7080662,-.83914852,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,22.708067,19.560852,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,39.708065,43.190853,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,26.708067,24.600853,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,.70806623,-2.4391479,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,13.708066,9.3908529,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,29.708067,28.590855,1
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8.708066,4.4408522,0
1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,-4.2919335,-6.0891476,0
1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,40.708065,44.760853,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,29.708067,28.590855,1
1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,11.708066,7.350852,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5.7080665,1.7108526,0
1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,-2.2919338,-4.6891479,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,40.708065,44.760853,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,34.708065,35.640854,0
1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-8.291934,-8.649148,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,27.708067,25.910854,0
0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.7080665,.84085178,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.7080662,-.83914852,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.7080665,1.7108526,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,29.708067,28.590855,1
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,32.708065,32.760853,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,21.708067,18.350853,1
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,39.708065,43.190853,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,-9.291934,-9.2391481,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14.708066,10.440852,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,35.708065,37.110851,1
1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,34.708065,35.640854,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,46.708065,54.600853,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,25.708067,23.310852,0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,30.708067,29.960854,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,46.708065,54.600853,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30.708067,29.960854,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,26.708067,24.600853,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13.708066,9.3908529,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,46.708065,54.600853,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,33.708065,34.190853,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20.708067,17.160854,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,38.708065,41.640854,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3.7080662,-.0091485744,0
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,3.7080662,-.0091485744,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,23.708067,20.790852,0
1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,20.708067,17.160854,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4.7080665,.84085178,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,32.708065,32.760853,1
1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,.70806623,-2.4391479,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,22.708067,19.560852,0
1,1,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,.70806623,-2.4391479,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,45.708065,52.910851,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23.708067,20.790852,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,28.708067,27.240852,0
1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,11.708066,7.350852,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,27.708067,25.910854,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,30.708067,29.960854,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9.708066,5.3908529,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,26.708067,24.600853,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23.708067,20.790852,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,18.708067,14.840854,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,28.708067,27.240852,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,.70806623,-2.4391479,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10.708066,6.3608522,0
0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,3.7080662,-.0091485744,1
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-4.2919335,-6.0891476,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-5.2919335,-6.7591476,1
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,9.708066,5.3908529,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,11.708066,7.350852,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,-5.2919335,-6.7591476,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-6.2919335,-7.4091482,1
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,15.708066,11.510852,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,26.708067,24.600853,1
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,32.708065,32.760853,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-9.291934,-9.2391481,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,19.708067,15.990851,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,44.708065,51.240852,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-6.2919335,-7.4091482,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,16.708067,12.600852,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,7.7080665,3.5108519,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-.29193377,-3.2091484,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-6.2919335,-7.4091482,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,28.708067,27.240852,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17.708067,13.710853,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,19.708067,15.990851,1
1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,44.708065,51.240852,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,10.708066,6.3608522,0
1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,10.708066,6.3608522,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,43.708065,49.590851,1
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,45.708065,52.910851,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,16.708067,12.600852,0
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,46.708065,54.600853,0
1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,40.708065,44.760853,0
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,21.708067,18.350853,0
1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,15.708066,11.510852,0
1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,6.7080665,2.600852,0
1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,13.708066,9.3908529,0
0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,3.7080662,-.0091485744,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,8.708066,4.4408522,0
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,18.708067,14.840854,0
1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,-2.2919338,-4.6891479,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6.7080665,2.600852,1
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,-1.2919338,-3.9591484,1
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-5.2919335,-6.7591476,0
1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,-.29193377,-3.2091484,0
1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,-4.2919335,-6.0891476,0
1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,-8.291934,-8.649148,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.7080662,-.0091485744,1
1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,14.708066,10.440852,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11.708066,7.350852,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,11.708066,7.350852,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,14.708066,10.440852,1
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11.708066,7.350852,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-.29193377,-3.2091484,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-6.2919335,-7.4091482,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,20.708067,17.160854,1
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,25.708067,23.310852,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,21.708067,18.350853,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.708066,4.4408522,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.7080665,.84085178,0
1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,41.708065,46.350853,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-2.2919338,-4.6891479,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,-2.2919338,-4.6891479,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,-2.2919338,-4.6891479,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4.7080665,.84085178,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,26.708067,24.600853,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,18.708067,14.840854,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,32.708065,32.760853,0
1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,15.708066,11.510852,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-5.2919335,-6.7591476,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,-5.2919335,-6.7591476,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,-6.2919335,-7.4091482,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3.7080662,-.0091485744,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,16.708067,12.600852,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-7.2919335,-8.0391483,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,4.7080665,.84085178,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,26.708067,24.600853,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,14.708066,10.440852,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,9.708066,5.3908529,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,-10.291934,-9.8091478,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-10.291934,-9.8091478,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,22.708067,19.560852,1
1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,29.708067,28.590855,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,23.708067,20.790852,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,6.7080665,2.600852,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,23.708067,20.790852,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,29.708067,28.590855,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,42.708065,47.960854,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-8.291934,-8.649148,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,15.708066,11.510852,1
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,18.708067,14.840854,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,43.708065,49.590851,0
0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,14.708066,10.440852,1
0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,3.7080662,-.0091485744,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,30.708067,29.960854,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-9.291934,-9.2391481,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,25.708067,23.310852,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,16.708067,12.600852,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,6.7080665,2.600852,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,41.708065,46.350853,1
1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,40.708065,44.760853,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,44.708065,51.240852,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19.708067,15.990851,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,44.708065,51.240852,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19.708067,15.990851,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,34.708065,35.640854,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,45.708065,52.910851,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5.7080665,1.7108526,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,35.708065,37.110851,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,6.7080665,2.600852,0
1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,-.29193377,-3.2091484,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-2.2919338,-4.6891479,0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-7.2919335,-8.0391483,0
0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,-3.2919338,-5.399148,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,30.708067,29.960854,0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,-.29193377,-3.2091484,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-5.2919335,-6.7591476,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,5.7080665,1.7108526,0
0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-9.291934,-9.2391481,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,25.708067,23.310852,0
1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,29.708067,28.590855,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,21.708067,18.350853,0
1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,33.708065,34.190853,0
0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,31.708067,31.350853,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,43.708065,49.590851,1
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.7080662,-1.649148,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,-.29193377,-3.2091484,0
1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,-1.2919338,-3.9591484,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,14.708066,10.440852,1
1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,2.7080662,-.83914852,0
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,42.708065,47.960854,1
1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,24.708067,22.040852,0
1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,25.708067,23.310852,0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,-5.2919335,-6.7591476,0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3.7080662,-.0091485744,0
1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,27.708067,25.910854,0
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,-6.2919335,-7.4091482,1
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,-8.291934,-8.649148,0
1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,-3.2919338,-5.399148,0
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,-7.2919335,-8.0391483,1
1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,-7.2919335,-8.0391483,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-9.291934,-9.2391481,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,23.708067,20.790852,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,18.708067,14.840854,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-5.2919335,-6.7591476,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.7080662,-1.649148,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,30.708067,29.960854,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-3.2919338,-5.399148,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,40.708065,44.760853,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1.7080662,-1.649148,0
1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-8.291934,-8.649148,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-7.2919335,-8.0391483,1
1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,12.708066,8.3608522,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,-10.291934,-9.8091478,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,21.708067,18.350853,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,36.708065,38.600853,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,39.708065,43.190853,0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,19.708067,15.990851,1
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,9.708066,5.3908529,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,40.708065,44.760853,1
1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,-5.2919335,-6.7591476,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6.7080665,2.600852,0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,19.708067,15.990851,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,-4.2919335,-6.0891476,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,13.708066,9.3908529,1
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,35.708065,37.110851,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,34.708065,35.640854,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,-4.2919335,-6.0891476,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,25.708067,23.310852,1
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,9.708066,5.3908529,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,32.708065,32.760853,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,11.708066,7.350852,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,15.708066,11.510852,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,19.708067,15.990851,0
1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,19.708067,15.990851,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,46.708065,54.600853,1
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,40.708065,44.760853,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13.708066,9.3908529,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,13.708066,9.3908529,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-12.291934,-10.889148,0
1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-9.291934,-9.2391481,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,29.708067,28.590855,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,41.708065,46.350853,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,23.708067,20.790852,0
